1	1.992691	2.989439
2	1.981402	2.970329
3	1.966116	2.941548
4	1.948013	2.903312
5	1.929104	2.857240
6	1.911530	2.805630
7	1.897143	2.750881
8	1.887324	2.695204
9	1.882906	2.640484
10	1.884197	2.588214
11	1.891045	2.539484
12	1.902947	2.494996
13	1.919151	2.455090
14	1.938763	2.419766
15	1.960828	2.388714
16	1.984409	2.361345
17	2.008649	2.336839
18	2.032818	2.314207
19	2.056354	2.292371
20	2.078889	2.270258
21	2.100266	2.246889
22	2.120534	2.221472
23	2.139933	2.193468
24	2.158856	2.162626
25	2.177793	2.128981
26	2.197262	2.092817
27	2.217746	2.054611
28	2.239626	2.014958
29	2.263145	1.974502
30	2.288384	1.933868
31	2.315263	1.893619
32	2.343564	1.854211
33	2.372958	1.815967
34	2.403048	1.779068
35	2.433406	1.743544
36	2.463613	1.709285
37	2.493291	1.676060
38	2.522132	1.643542
39	2.549912	1.611347
40	2.576508	1.579069
41	2.601893	1.546319
42	2.626136	1.512762
43	2.649383	1.478141
44	2.671835	1.442297
45	2.693722	1.405175
46	2.715272	1.366816
47	2.736686	1.327350
48	2.758114	1.286972
49	2.779639	1.245922
50	2.801274	1.204462
51	2.822960	1.162851
52	2.844576	1.121321
53	2.865954	1.080065
54	2.886898	1.039222
55	2.907197	0.998868
56	2.926651	0.959015
57	2.945080	0.919619
58	2.962342	0.880582
59	2.978339	0.841772
60	2.993022	0.803033
61	3.006394	0.764202
62	3.018500	0.725128
63	3.029422	0.685680
64	3.039264	0.645762
65	3.048141	0.605315
66	3.056165	0.564326
67	3.063431	0.522822
68	3.070010	0.480867
69	3.075941	0.438557
70	3.081232	0.396008
71	3.085855	0.353346
72	3.089758	0.310699
73	3.092866	0.268182
74	3.095090	0.225894
75	3.096336	0.183905
76	3.096514	0.142258
77	3.095544	0.100967
78	3.093364	0.060015
79	3.089932	0.019362
80	3.085231	-0.021050
81	3.079263	-0.061290
82	3.072054	-0.101431
83	3.063641	-0.141543
84	3.054076	-0.181682
85	3.043411	-0.221891
86	3.031700	-0.262189
87	3.018988	-0.302574
88	3.005311	-0.343024
89	2.990694	-0.383496
90	2.975144	-0.423932
91	2.958659	-0.464262
92	2.941223	-0.504412
