0.009303	0.019873
0.035671	0.058363
0.079704	0.117532
0.140568	0.196613
0.216441	0.291973
0.304070	0.398001
0.399156	0.508138
0.497195	0.615837
0.594093	0.715366
0.686452	0.802284
0.771648	0.873592
0.847852	0.927724
0.914046	0.964446
0.970038	0.984712
1.016454	0.990508
1.054558	0.984988
1.086204	0.972134
1.113761	0.956142
1.139913	0.940916
1.167381	0.929681
1.198616	0.924761
1.235539	0.927513
1.279353	0.938376
1.330450	0.956950
1.388452	0.981703
1.452270	1.010216
1.520259	1.039717
1.590427	1.067511
1.660674	1.091302
1.729009	1.109372
1.793727	1.120630
1.853534	1.124585
1.907615	1.121273
1.955657	1.111176
1.997833	1.095142
2.034763	1.074357
2.067485	1.050412
2.097304	1.024971
2.125628	0.999554
2.153821	0.975392
2.183075	0.953346
2.214314	0.933891
2.248141	0.917132
2.284811	0.902853
2.324229	0.890554
2.365912	0.879404
2.409090	0.868409
2.452819	0.856559
2.496099	0.842946
2.537974	0.826854
2.577613	0.807799
2.614371	0.785546
2.647812	0.760100
2.677729	0.731672
2.704135	0.700649
2.727265	0.667567
2.747579	0.633091
2.765666	0.597908
2.782175	0.562663
2.797734	0.527891
2.812897	0.493986
2.828098	0.461178
2.843629	0.429534
2.859628	0.398967
2.876081	0.369262
2.892836	0.340107
2.909622	0.311124
2.926065	0.281907
2.941746	0.252066
2.956242	0.221268
2.969170	0.189262
2.980214	0.155897
2.989146	0.121132
2.995841	0.085031
3.000277	0.047752
3.002546	0.009533
3.002826	-0.029338
3.001358	-0.068548
2.998412	-0.107791
2.994266	-0.146790
2.989172	-0.185317
2.983340	-0.223210
2.976922	-0.260380
2.970006	-0.296814
2.962610	-0.332566
2.954693	-0.367750
2.946157	-0.402522
2.936865	-0.437063
2.926652	-0.471562
2.915346	-0.506194
2.902782	-0.541107
2.888814	-0.576405
2.873331	-0.612146
2.856264	-0.648332
2.837588	-0.684915
2.817320	-0.721800
2.795521	-0.758856
2.772282	-0.795928
2.747717	-0.832849
2.721950	-0.869457
2.695109	-0.905605
2.667310	-0.941171
2.638650	-0.976070
2.609202	-1.010250
2.579012	-1.043700
2.548093	-1.076444
2.516434	-1.108534
2.484000	-1.140044
2.450736	-1.171060
2.416580	-1.201669
2.381465	-1.231953
2.345328	-1.261976
2.308120	-1.291782
2.269806	-1.321389
2.230371	-1.350789
2.189822	-1.379947
2.148187	-1.408808
2.105511	-1.437298
2.061855	-1.465335
2.017291	-1.492831
1.971895	-1.519704
1.925743	-1.545880
1.878904	-1.571300
1.831441	-1.595922
1.783402	-1.619724
1.734822	-1.642703
1.685721	-1.664874
1.636107	-1.686265
1.585976	-1.706912
1.535316	-1.726858
1.484110	-1.746146
1.432339	-1.764811
1.379988	-1.782884
1.327046	-1.800381
1.273510	-1.817307
1.219388	-1.833655
1.164695	-1.849404
1.109458	-1.864524
1.053711	-1.878979
0.997498	-1.892726
0.940863	-1.905727
0.883855	-1.917941
0.826522	-1.929336
0.768908	-1.939888
0.711055	-1.949582
0.652996	-1.958413
0.594758	-1.966384
0.536364	-1.973507
0.477826	-1.979800
0.419155	-1.985286
0.360355	-1.989988
0.301429	-1.993927
0.242381	-1.997123
0.183215	-1.999591
0.123936	-2.001337
0.064555	-2.002364
0.005088	-2.002666
-0.054446	-2.002234
-0.114022	-2.001053
-0.173612	-1.999107
-0.233184	-1.996376
-0.292704	-1.992844
-0.352136	-1.988496
-0.411447	-1.983322
-0.470603	-1.977316
-0.529572	-1.970476
-0.588328	-1.962806
-0.646844	-1.954317
-0.705099	-1.945019
-0.763073	-1.934928
-0.820750	-1.924060
-0.878116	-1.912432
-0.935155	-1.900059
-0.991853	-1.886954
-1.048195	-1.873127
-1.104164	-1.858586
-1.159742	-1.843334
-1.214907	-1.827372
-1.269637	-1.810699
-1.323906	-1.793313
-1.377685	-1.775210
-1.430948	-1.756388
-1.483664	-1.736846
-1.535804	-1.716583
-1.587340	-1.695604
-1.638243	-1.673915
-1.688487	-1.651525
-1.738049	-1.628446
-1.786904	-1.604691
-1.835032	-1.580278
-1.882415	-1.555223
